Work Group,Location Name,Completed Date,Street Segment IDs
LONG LINE,"MESA DR & FAR WEST BLVD, AUSTIN, TX",8/12/2020 12:38," FAR WEST BLVD (2013109)
 FAR WEST BLVD (2013118)
 MESA DR (2013124)
  (2013108)"
LONG LINE,"8013 ROCKWOOD LN, AUSTIN, TX 78757",8/13/2020 13:12, ROCKWOOD LN (2010778)
LONG LINE,"WINSTED LN & ENFIELD RD, AUSTIN, TX",8/17/2020 5:59,
LONG LINE,1900  PERSHING DR from   E MARTIN LUTHER KING JR BLVD  to   <br />PALO PINTO DR ,8/24/2020 8:14, PERSHING DR (2017627)
LONG LINE,  MEINARDUS DR from   E ST ELMO RD  to   <br />SPONBERG DR ,8/26/2020 8:40," MEINARDUS DR (5748723)
 MEINARDUS DR (2023206)"
LONG LINE,"CAPE CORAL DR & FRONT ROYAL DR, AUSTIN, TX",8/26/2020 9:47,
LONG LINE, VARGAS RD /  LYNCH LN,9/2/2020 9:13," VARGAS RD (2022727)
 PONCA ST (2034016)
 VARGAS RD (2041431)
 PONCA ST (2022745)"
LONG LINE, SUBURBAN DR /  BATTLE BEND BLVD,9/2/2020 10:13," SUBURBAN DR (2024952)
 BATTLE BEND BLVD (2024975)"
LONG LINE,1011<br />CONGRESS AVE ,9/9/2020 13:11,-2018452
LONG LINE, ARROYO SECO /  JIM HOGG AVE,9/16/2020 14:04, ARROYO SECO (2031905)
LONG LINE,"E PARMER LN & TECH RIDGE BLVD, AUSTIN, TX",9/16/2020 16:53,-2006604
LONG LINE,"87 RAINEY ST, AUSTIN, TX 78701",9/18/2020 11:48, RAINEY ST (2019354)
LONG LINE,  S 5TH ST from   CARDINAL LN  to   <br />CUMBERLAND RD ,9/18/2020 11:50," S 5TH ST (2023986)
 S 5TH ST (5000879)
 S 5TH ST (2023943)
 S 5TH ST (2024030)"
LONG LINE,"W PARMER LN & N LAMAR BLVD, AUSTIN, TX",9/18/2020 12:35, W PARMER LN (2006425)
LONG LINE,"BARTON SPRINGS RD & S LAMAR BLVD, AUSTIN, TX 78704",9/18/2020 12:37, BARTON HILLS DR (2041240)
LONG LINE,"2411 LAKE AUSTIN BLVD, AUSTIN, TX 78703",9/18/2020 12:39, LAKE AUSTIN BLVD (2020845)
LONG LINE,"SESBANIA DR & BELLOWS FALLS AVE, AUSTIN, TX",9/30/2020 13:31," BELLOWS FALLS AVE (2038149)
 BELLOWS FALLS AVE (2038148)
 BELLOWS FALLS AVE (2038151)
 ALSATIA DR (2038157)
 ALSATIA DR (2038158)"
LONG LINE,"SAN GABRIEL ST & W 24TH ST, AUSTIN, TX",9/30/2020 13:37,
LONG LINE,  S CONGRESS AVE from   MARY ST  to   <br />E CESAR CHAVEZ ST ,9/30/2020 13:49," S CONGRESS AVE (2042946)
 S CONGRESS AVE (2022416)
 S CONGRESS AVE (2019655)
 S CONGRESS AVE (2041245)
 CONGRESS AVE (2041222)
 S CONGRESS AVE (2019708)
 S CONGRESS AVE (2019690)
 S CONGRESS AVE (2019724)
 S CONGRESS AVE (2022483)
 S CONGRESS AVE (2019711)
 S CONGRESS AVE (2036098)
 S CONGRESS AVE (2022439)
 S CONGRESS AVE (2022460)"
LONG LINE,"W PARMER LN & N IH 35 SVRD SB, AUSTIN, TX",9/30/2020 13:55,
LONG LINE,  PACK SADDLE PASS from   JONES RD  to   <br />APACHE PASS ,9/30/2020 14:00," PACK SADDLE PASS (2024331)
 PACK SADDLE PASS (2024289)
 PACK SADDLE PASS (2024231)
 PACK SADDLE PASS (2024256)
 PACK SADDLE PASS (2024298)"
LONG LINE, HART LN /  THORNCLIFFE DR,10/6/2020 15:15, THORNCLIFFE DR (2013197)
LONG LINE,"MELROSE TRL & W PARMER LN, AUSTIN, TX",10/12/2020 9:04,
LONG LINE,"TECHNOLOGY BLVD & MC NEIL DR, AUSTIN, TX",10/12/2020 9:46,
LONG LINE,"2604 CLARKDALE LN, AUSTIN, TX 78757",10/12/2020 10:22,
LONG LINE,"N LAMAR BLVD & W POWELL LN, AUSTIN, TX",10/12/2020 10:51,
LONG LINE,"7106 GUADALUPE ST, AUSTIN, TX 78752",10/12/2020 15:18," GUADALUPE ST (2011792)
 GUADALUPE ST (2011714)
 GUADALUPE ST (2011747)
 GUADALUPE ST (2011837)"
LONG LINE, LA CRESADA DR /  DAVIS LN,10/13/2020 12:26, LA CRESADA DR (2025013)
LONG LINE,  WEST PARK DR from   PERRY LN  to   <br />VILLAGE DR ,10/13/2020 15:28, WEST PARK DR (2012255)
LONG LINE,"1904 ROGGE LN, AUSTIN, TX 78723",10/14/2020 13:24,
LONG LINE,"BURNET RD & W 45TH ST, AUSTIN, TX",10/14/2020 13:35, W 45TH ST (2015602)
LONG LINE,"507 W 5TH ST, AUSTIN, TX 78701",10/14/2020 13:44, W 5TH ST (2018720)
LONG LINE,  ROLAND JOHNSON DR from   E HUNTLAND DR  to   <br />E ST JOHNS AVE ,10/14/2020 13:48, ROLAND JOHNSON DR (2040368)
LONG LINE,"JOHNNY MORRIS RD & LOYOLA LN, AUSTIN, TX",10/16/2020 14:28, JOHNNY MORRIS RD (2016500)
LONG LINE,  KENTISH DR from   WEST GATE BLVD  to   <br />CURLEW DR ,10/19/2020 15:17," KENTISH DR (2034711)
 CURLEW DR (2026048)
 CURLEW DR (2026047)"
LONG LINE,<br />S 2ND ST ,10/22/2020 9:34, S 2ND ST (2024168)
LONG LINE,"4970 W US 290 HWY WB, AUSTIN, TX 78735",11/2/2020 12:36, W US 290 HWY SVRD WB (3309481)
LONG LINE,  TERI RD from   S PLEASANT VALLEY RD  to   <br />E STASSNEY LN ,11/2/2020 15:02," TERI RD (2023334)
 TERI RD (2023364)
 TERI RD (2023370)
 TERI RD (2023438)
 TERI RD (2023454)
 TERI RD (2023348)
 TERI RD (2023325)
 TERI RD (2023352)
 TERI RD (2023354)
 TERI RD (2023418)
 TERI RD (2023356)
 TERI RD (2023434)
 TERI RD (2023344)"
LONG LINE,"S IH 35 SVRD SB & E WILLIAM CANNON DR, AUSTIN, TX",11/2/2020 15:10, E WILLIAM CANNON DR (2025610)
LONG LINE,"STECK AVE & MESA DR, AUSTIN, TX",11/2/2020 15:14, MESA DR (2013751)
LONG LINE,  W ST ELMO RD from   S IH 35 SB  to   <br />LUCKSINGER LN ,11/4/2020 14:08," E ST ELMO RD (2024628)
 E ST ELMO RD (2024583)
 E ST ELMO RD (2024606)
 E ST ELMO RD (2024626)
 E ST ELMO RD (2036117)"
LONG LINE,  W INDUSTRIAL BLVD from   W ST ELMO RD  to   <br />CONGRESS AVE ,11/4/2020 14:14," INDUSTRIAL BLVD (2026336)
 INDUSTRIAL BLVD (2026338)
 INDUSTRIAL BLVD (2026337)"
LONG LINE,  TERRY O LN from   E BEN WHITE BLVD EB  to   <br />SHELBY LN ,11/4/2020 14:21," TERRY O LN (2024627)
 TERRY O LN (2041678)
 TERRY O LN (2024582)
 TERRY O LN (2024669)"
LONG LINE,  SHELBY LN from   TERRY O LN  to   <br />S IH 35 SB ,11/4/2020 14:28," SHELBY LN (2024697)
 SHELBY LN (2024756)"
LONG LINE,  COLONY PARK DR from   S IH 35 SB  to   <br />SHELBY LN ,11/4/2020 14:35," COLONIAL PARK BLVD (2047913)
 COLONIAL PARK BLVD (2047912)
 COLONIAL PARK BLVD (2024963)
 COLONIAL PARK BLVD (2047914)
 COLONIAL PARK BLVD (2024903)"
LONG LINE, HANCOCK DR /  FAIRVIEW DR,11/10/2020 11:25," HANCOCK DR (2013535)
 HANCOCK DR (2013530)"
LONG LINE,  FARO DR from   CROSSING PL  to   <br />E RIVERSIDE DR ,11/19/2020 7:21," FARO DR (2022829)
 FARO DR (2022853)
 FARO DR (2041497)
 FARO DR (2022863)
 FARO DR (2022879)"
LONG LINE,"106 S 1ST ST, AUSTIN, TX 78704",11/30/2020 9:02, S 1ST ST (2042938)
LONG LINE,"MENCHACA RD & KAISER DR, AUSTIN, TX",11/30/2020 10:08, MENCHACA RD (2047748)
LONG LINE,  WEIDEMAR LN from   SHELBY LN  to   <br />COLONIAL PARK BLVD ,12/5/2020 8:41," WEIDEMAR LN (2037022)
 WEIDEMAR LN (2024902)"
LONG LINE, W 45TH ST /  BULL CREEK RD,12/9/2020 7:34, W 45TH ST (2015287)
LONG LINE,  BILBROOK PL from   SILCANTU DR  to   <br />SHADE TREE DR ,12/14/2020 12:35," BILBROOK PL (2027986)
 BILBROOK PL (2027942)
 BILBROOK PL (2027953)
 BILBROOK PL (2027980)
 BILBROOK PL (2027957)"
LONG LINE, RIDDLE RD /  OLD MANCHACA RD,12/16/2020 10:33, OLD MANCHACA RD (3389289)
LONG LINE,"WALSH TARLTON LN & SANDERLING TRL, AUSTIN, TX 78746",12/28/2020 14:21," WALSH TARLTON LN (3369529)
 WALSH TARLTON LN (3369527)"
LONG LINE,"W WELLS BRANCH PKWY & S HEATHERWILDE BLVD, AUSTIN, TX",12/29/2020 11:56," E WELLS BRANCH PKWY (5425642)
 E WELLS BRANCH PKWY (5425631)
 W WELLS BRANCH PKWY (5425619)
 E WELLS BRANCH PKWY (5425629)
 W WELLS BRANCH PKWY (5578876)
 W WELLS BRANCH PKWY (2038889)
 E WELLS BRANCH PKWY (3390743)
 E WELLS BRANCH PKWY (5425633)
 E WELLS BRANCH PKWY (5425646)
 E WELLS BRANCH PKWY (5425644)
 E WELLS BRANCH PKWY (5425640)"
LONG LINE,"LAVACA ST & W MARTIN LUTHER KING JR BLVD, AUSTIN, TX",12/29/2020 14:05,
LONG LINE,"CONGRESS AVE & E 11TH ST, AUSTIN, TX",1/4/2021 7:18,
LONG LINE,"GUADALUPE ST & W CESAR CHAVEZ ST, AUSTIN, TX",1/4/2021 9:32,
LONG LINE,"LAVACA ST & W CESAR CHAVEZ ST, AUSTIN, TX",1/4/2021 9:41,
LONG LINE,"E STASSNEY LN & S IH 35 SVRD NB, AUSTIN, TX",1/4/2021 10:17,
LONG LINE,"2000 BARTON SPRINGS RD, AUSTIN, TX 78746",1/4/2021 11:14," BARTON SPRINGS RD (2041193)
 AZIE MORTON RD (2041226)
  (2046726)"
LONG LINE,"BARTON SPRINGS RD & W RIVERSIDE DR, AUSTIN, TX",1/4/2021 11:34,
LONG LINE,"401 W RIVERSIDE DR, AUSTIN, TX 78704",1/4/2021 11:36,
LONG LINE,"BARTON SPRINGS RD & S 1ST ST, AUSTIN, TX",1/4/2021 11:39,
LONG LINE,"2200 MONTOPOLIS DR, AUSTIN, TX",1/4/2021 13:12, MONTOPOLIS DR (2023054)
LONG LINE,"E RIVERSIDE DR & MONTOPOLIS DR, AUSTIN, TX",1/4/2021 13:17,
LONG LINE,"VICTORIA DR & E MARTIN LUTHER KING JR BLVD, AUSTIN, TX",1/4/2021 13:39,
LONG LINE,"N IH 35 SVRD SB & E ST JOHNS AVE, AUSTIN, TX",1/4/2021 14:30,
LONG LINE,"E 38TH HALF ST & AIRPORT BLVD, AUSTIN, TX",1/4/2021 15:03," AIRPORT BLVD (3257937)
 AIRPORT BLVD (2017340)"
LONG LINE, HILLVIEW RD /  EXPOSITION BLVD,1/5/2021 14:21," SETTLERS VALLEY DR (2030312)
 WINDSOR RD (3377377)"
LONG LINE,81008200 N LAMAR BLVD / 700 W POWELL LN,1/5/2021 15:05," W POWELL LN (2040117)
 N LAMAR BLVD (2011214)
 N LAMAR BLVD NB (2012546)
 N LAMAR BLVD SB (2012545)"
LONG LINE,  GUADALUPE ST from   W DEAN KEETON ST  to   <br />W 26TH ST ,1/19/2021 6:56," GUADALUPE ST (2017247)
 W DEAN KEETON ST (2017249)"
LONG LINE,  BERKETT DR from   BAXTER DR  to   <br />MENCHACA RD ,," BERKETT DR (2026115)
 BUFFALO PASS (2026132)
 BERKETT DR (2026245)
 BAXTER DR (2024696)
 BAXTER DR (2024714)
 BUFFALO PASS (2024725)
 BERKETT DR (2026243)"
LONG LINE,  ZACH SCOTT ST from   AIRPORT BLVD  to   <br />BERKMAN DR ,," CAMACHO ST (3262065)
 LAWLESS ST (3262056)
 MATTIE ST (3262040)
 MATTIE ST (3262028)
 CAMACHO ST (3262009)
 SCALES ST (3262008)
 SCALES ST (3262005)
 ZACH SCOTT ST (3262000)
 ZACH SCOTT ST (3261999)
 ZACH SCOTT ST (3261998)
 ZACH SCOTT ST (3261997)
 ZACH SCOTT ST (3261995)
 GOCHMAN ST (3310390)
 ZACH SCOTT ST (3310387)
 ZACH SCOTT ST (3310386)
 ZACH SCOTT ST (3310385)
 BERKMAN DR (3310384)
 MATTIE ST (3388716)
 GOCHMAN ST (3310405)
 BERKMAN DR (5398847)
 ZACH SCOTT ST (5076665)"
LONG LINE, TRAILRIDGE DR /  HIGHLAND HILLS DR,," HIGHLAND HILLS DR (2013451)
 HIGHLAND HILLS DR (2013433)
 TRAILRIDGE DR (2013432)"
LONG LINE,  E SLAUGHTER LN from   VERTEX BLVD  to   <br />S IH 35 NB ,, E SLAUGHTER LN (5302708)
LONG LINE,11303<br />PTARMIGAN DR ,, PTARMIGAN DR (2009813)
LONG LINE,400<br />COOPER DR ,," PAYTON GIN RD (2039939)
 COLLINFIELD DR (2010835)
 COOPER DR (2010862)
 PAYTON GIN RD (2010868)
 JAMESTOWN DR (2010894)
 SLAYTON DR (2010903)
 E FAWNRIDGE DR (2010943)
 LAUREL GROVE DR (2039914)
 VIKING DR (2039915)"
LONG LINE,  CALDWELL DR from 13500  CALDWELL DR  to 13637  <br />CALDWELL DR ,, CALDWELL DR (3194312)
LONG LINE,  JACARANDA DR from   E STASSNEY LN  to   <br />LEMON DR ,," JACARANDA DR (2025491)
 JACARANDA DR (2026140)
 CONESTOGA TRL (2034734)"
LONG LINE,  LAMPLIGHT VILLAGE AVE from   W PARMER LN  to   <br />SCOFIELD RIDGE PKWY ,, LAMPLIGHT VILLAGE AVE (2006187)
LONG LINE,  CALDWELL DR from 13500  CALDWELL DR  to 13637  <br />CALDWELL DR ,, CALDWELL DR (3194312)
LONG LINE, LATTA DR /  CONVICT HILL RD,, LATTA DR (2026290)
LONG LINE, RED RIVER ST /  E CESAR CHAVEZ ST,," RED RIVER ST (2019189)
 E CESAR CHAVEZ ST (2041228)
 E CESAR CHAVEZ ST (3691032)"
LONG LINE,  VALLEY OAK DR from   HIGHLAND TER  to   <br />HANCOCK AVE ,," VALLEY OAK DR (2013550)
 HANCOCK DR (2042837)"
LONG LINE,  E RUNDBERG LN from   NORTH CREEK DR  to   <br />N IH 35 SB ,," E RUNDBERG LN (3268288)
 NORTH CREEK DR (2010846)
 E RUNDBERG LN (2012329)
 E RUNDBERG LN (2042778)
 E RUNDBERG LN (3268277)
 E RUNDBERG LN (3268280)
 E RUNDBERG LN (3268284)"
LONG LINE, E RUNDBERG LN /  NORTH PLZ,," E RUNDBERG LN (2011036)
 NORTH PLZ (2011251)
 E RUNDBERG LN (2011032)
 E RUNDBERG LN (2011043)"
LONG LINE,  N LAMAR BLVD from   W GUADALUPE ST  to   <br />CAPITOL CT ,, N LAMAR BLVD (2040518)
LONG LINE,  E M FRANKLIN AVE from   E MARTIN LUTHER KING JR BLVD  to   <br />MANOR RD ,, E M FRANKLIN AVE (2017576)
LONG LINE, SHADY LN /  E 7TH ST,, SHADY LN (2019538)
LONG LINE,  GUADALUPE ST from   2ND ST  to   <br />W 18TH ST ,," GUADALUPE ST (2017980)
 LAVACA ST (2017934)
 LAVACA ST (2017875)"
LONG LINE,  AMHERST DR from   DUVAL RD  to   <br />ADELPHI LN ,," AMHERST DR (2005981)
 AMHERST DR (2006172)
 AMHERST DR (2006112)
 AMHERST DR (2006053)
 AMHERST DR (2006007)
 AMHERST DR (2006306)
 AMHERST DR (2006276)
 AMHERST DR (2006254)
 AMHERST DR (2006226)
 AMHERST DR (2006215)
 AMHERST DR (2006359)"
LONG LINE,1000 MONTOPOLIS DR / 6200 HOGAN AVE,," MONTOPOLIS DR (2022768)
 CIRCULO DE AMISTAD (2022762)
 HOGAN AVE (2022753)"
LONG LINE,  S 5TH ST from   CUMBERLAND RD  to   <br />CARDINAL LN ,," S 5TH ST (2023943)
 CUMBERLAND RD (5000901)"
LONG LINE,  SUMMERSET TRL from   HILL FOREST DR  to   <br />BRUSH COUNTRY RD ,," BRUSH COUNTRY RD (2024261)
 SUMMERSET TRL (2024174)
 SUMMERSET TRL (2024192)
 SUMMERSET TRL (2024191)
 SUMMERSET TRL (2024180)"
LONG LINE,  W STASSNEY LN from   MENCHACA RD  to   <br />WEST GATE BLVD ,," W STASSNEY LN (2026456)
 W STASSNEY LN (2026455)
 W STASSNEY LN (2043022)
 W STASSNEY LN (2043021)
 MENCHACA RD (2024645)
 MENCHACA RD (2024610)
 W STASSNEY LN (2024523)
 W STASSNEY LN (2041691)
 W STASSNEY LN (2041680)
 W STASSNEY LN (2041677)
 W STASSNEY LN (3261367)
 W STASSNEY LN (3261366)
 W STASSNEY LN (3261364)
 W STASSNEY LN (3261363)
 W STASSNEY LN (3261359)
 W STASSNEY LN (3261356)
 W STASSNEY LN (3261329)
 W STASSNEY LN (3261326)"
LONG LINE,  COLORADO ST from   W CESAR CHAVEZ ST  to   <br />W 10TH ST ,," COLORADO ST (2018920)
 COLORADO ST (2018844)
 COLORADO ST (2018778)
 COLORADO ST (2018710)
 COLORADO ST (2018634)
 COLORADO ST (2019051)
 COLORADO ST (2018571)
 COLORADO ST (2018490)"
LONG LINE,100  LAVACA ST from   W CESAR CHAVEZ ST  to   <br />W 2ND ST ,, LAVACA ST (2019030)
LONG LINE, E 32ND ST /  HAMPTON RD,, E 32ND ST (2017125)
LONG LINE,600 COMAL ST / 1500 E 7TH ST,, COMAL ST (2019082)
LONG LINE, PARKWAY /  N LAMAR BLVD,, PARKWAY (2018114)
LONG LINE,6600 TERRAVISTA DR / 7700 SOUTHWEST PKWY,," TERRAVISTA DR (2036541)
 SOUTHWEST PKWY (2036534)
 SOUTHWEST PKWY (2046786)
 SOUTHWEST PKWY (3271635)"
LONG LINE, HARTFORD RD /  NILES RD,, HARTFORD RD (2020541)
LONG LINE,  PHILOMENA ST from   MUELLER BLVD  to   <br />LANCASTER DR ,," PHILOMENA ST (3188314)
 PHILOMENA ST (3324726)
 PHILOMENA ST (3254589)"
LONG LINE,  W GUADALUPE ST from   W 4TH ST  to   <br />W 2ND ST ,, GUADALUPE ST (2018877)
LONG LINE, BARTON SKWY /  BARTON HILLS DR,," BARTON HILLS DR (2021412)
 BARTON HILLS DR (2041305)
 BARTON SKWY (2021439)
 BARTON SKWY (2033680)"
LONG LINE,  SHOAL CREEK BLVD from   W 38TH ST  to   <br />SHOALMONT DR ,, SHOAL CREEK BLVD (2012210)
LONG LINE, BRIDLE PATH /  EXPOSITION BLVD,, CLIFFSTONE CV (2034240)
