Work Group,Location Name,Completed Date,Street Segment IDs
LONG LINE, E MARTIN LUTHER KING JR BLVD /  AIRPORT BLVD,3/25/2019 7:07, E MARTIN LUTHER KING JR BLVD (2017688)
LONG LINE,  VEGA AVE from   PATTON RANCH RD  to   <br />W WILLIAM CANNON DR ,3/25/2019 15:55," PATTON RANCH RD (2023941)
 VEGA AVE (2023892)
 EIGER RD (2034262)"
LONG LINE,  NEENAH AVE from   OLIVE HILL DR  to   <br />W PARMER LN ,3/26/2019 15:31," NEENAH AVE (2043841)
 LAKELINE BLVD (2029964)
 NEENAH AVE (2003508)
 NEENAH AVE (2003506)
 NEENAH AVE (2003504)
 NEENAH AVE (2038667)"
LONG LINE,  CEBERRY DR from   FOREST MESA DR  to   <br />CROWNCREST DR ,3/27/2019 3:07, CEBERRY DR (2010555)
LONG LINE,  W 6TH ST from   N LAMAR BLVD  to   <br />S MOPAC EXPY NB ,3/29/2019 2:58," W 6TH ST (2021543)
 W 6TH ST (2021029)
 W 6TH ST (2021006)
 W 6TH ST (2020996)
 W 6TH ST (2020989)
 W 6TH ST (2020982)
 W 6TH ST (2020968)
 W 6TH ST (2020961)
 W 6TH ST (2020955)
 W 6TH ST (2020948)
 W 6TH ST (2021804)
 W 6TH ST (2021803)
 W 6TH ST (2021802)
 W 6TH ST (2041112)"
LONG LINE,  DENSON DR from 700  N LAMAR BLVD  to 100  <br />AIRPORT BLVD ,4/1/2019 6:30," DENSON DR (2040412)
 ROMERIA DR (2040377)
 DENSON DR (2012093)
 CHESTERFIELD AVE (2012092)
 DENSON DR (2012064)
 BURNS ST (2012024)
 DENSON DR (2012025)
 N LAMAR BLVD (2012011)
 DENSON DR (5325502)"
LONG LINE,  DICKSON DR from   S LAMAR BLVD  to 2207  <br />DICKSON DR ,4/1/2019 6:34, DICKSON DR (2034795)
LONG LINE,  S LAMAR BLVD from   BARTON SPRINGS RD  to   <br />W OLTORF ST ,4/1/2019 6:43," S LAMAR BLVD (2026544)
 S LAMAR BLVD (2026543)
 S LAMAR BLVD (2021415)
 S LAMAR BLVD (2021346)
 S LAMAR BLVD (2021327)
 S LAMAR BLVD (2021301)
 S LAMAR BLVD (2021265)
 S LAMAR BLVD (2041253)"
LONG LINE, MOUNTAIN VIEW DR /  KATHY CV,4/1/2019 6:45, MOUNTAIN VIEW DR (2047113)
LONG LINE,  RALPH ABLANEDO DR from   S CONGRESS AVE  to   <br />S 1ST ST ,4/1/2019 6:49," RALPH ABLANEDO DR (2027767)
 RALPH ABLANEDO DR (2027761)
 RALPH ABLANEDO DR (2027757)
 RALPH ABLANEDO DR (2027753)
 RALPH ABLANEDO DR (3283061)
 RALPH ABLANEDO DR (3283056)"
LONG LINE, MC CALLEN PASS /  CENTER LAKE DR,4/4/2019 13:11," MC CALLEN PASS (5676743)
 MC CALLEN PASS (5623361)
 MC CALLEN PASS (5467015)"
LONG LINE,  W 35TH ST from   MOUNT BONNELL RD  to   <br />FOOTHILL DR ,4/5/2019 13:16, W 35TH ST (2020004)
LONG LINE,6200<br />HOGAN AVE ,4/8/2019 6:38, HOGAN AVE (2022753)
LONG LINE, E RIVERSIDE DR /  PARKER LN,4/8/2019 6:45," PARKER LN (2022642)
 E RIVERSIDE DR (2022581)
 E RIVERSIDE DR (2022535)
 E RIVERSIDE DR (2041388)"
LONG LINE,  SANDRA MURAIDA WAY from   N LAMAR BLVD  to   <br />W CESAR CHAVEZ ST ,4/8/2019 6:47," SANDRA MURAIDA WAY (3426152)
 SANDRA MURAIDA WAY (3426149)
 W 2ND ST (3426112)"
LONG LINE, TRINITY ST /  E 18TH ST,4/8/2019 6:52, TRINITY ST (2018051)
LONG LINE, SPICEWOOD SPRINGS RD /  BINTLIFF DR,4/12/2019 6:55," SPICEWOOD SPRINGS RD (2042643)
 SPICEWOOD SPRINGS RD (2008007)
 SPICEWOOD SPRINGS RD (2008002)
 SPICEWOOD SPRINGS RD (2007995)
 SPICEWOOD SPRINGS RD (2007955)
 SPICEWOOD SPRINGS RD (2038275)
 SPICEWOOD SPRINGS RD (2038274)
 SPICEWOOD SPRINGS RD (2038273)
 SPICEWOOD SPRINGS RD (2038272)
 SPICEWOOD SPRINGS RD (2038271)
 SPICEWOOD SPRINGS RD (2038270)
 SPICEWOOD SPRINGS RD (2039010)
 SPICEWOOD SPRINGS RD (3271475)
 SPICEWOOD SPRINGS RD (3271474)
 SPICEWOOD SPRINGS RD (3271473)
 SPICEWOOD SPRINGS RD (3271456)
 SPICEWOOD SPRINGS RD (3271443)"
LONG LINE,  LOST CREEK BLVD from   S CAPITAL OF TEXAS HWY SB  to 2609  <br />LOST CREEK BLVD ,4/12/2019 7:15," LOST CREEK BLVD (2040972)
 LOST CREEK BLVD (2021536)
 LOST CREEK BLVD (2020850)
 LOST CREEK BLVD (2020987)
 LOST CREEK BLVD (2020682)
 LOST CREEK BLVD (4023138)
 LOST CREEK BLVD (3428068)
 LOST CREEK BLVD (2020672)
 LOST CREEK BLVD (2020730)
 LOST CREEK BLVD (2020793)
 LOST CREEK BLVD (2020661)
 LOST CREEK BLVD (2020776)
 LOST CREEK BLVD (2020649)
 LOST CREEK BLVD (2020824)
 LOST CREEK BLVD (2020756)
 LOST CREEK BLVD (2020707)
 LOST CREEK BLVD (2020723)
 LOST CREEK BLVD (2020697)
 LOST CREEK BLVD (3379210)
 LOST CREEK BLVD (2020659)"
LONG LINE, MC NEIL DR /  N US 183 HWY SB,4/12/2019 7:21, MC NEIL DR (2007642)
LONG LINE,7300  MC NEIL DR from 7300  SAN FELIPE BLVD  to 7300  <br />RESEARCH BLVD NB ,4/12/2019 7:22, MC NEIL DR (2007642)
LONG LINE, AIRPORT BLVD /  SCHIEFFER AVE,4/18/2019 11:19, SCHIEFFER AVE (2016969)
LONG LINE,0<br />MC NEIL DR ,4/18/2019 15:05, MC NEIL DR (3318545)
LONG LINE,7100  RIBELIN RANCH DR from 9800  RIBELIN RANCH CT  to 9700  <br />MC NEIL RD ,4/18/2019 15:06, RIBELIN RANCH DR (3318467)
LONG LINE,  OLD BEE CAVES RD from 9700  OLD BEE CAVES RD  to   <br />W SH 71 ,4/23/2019 6:57, OLD BEE CAVES RD (3195075)
LONG LINE, ASPEN GLENN BLVD /  YARBOROUGH AVE,4/29/2019 6:46, ASPEN GLENN BLVD (2048595)
LONG LINE, ASPEN GLENN BLVD /  AUTUMN BAY DR,4/29/2019 6:48, ASPEN GLENN BLVD (2048599)
LONG LINE,  MANOR RD from   ROBERT DEDMAN DR  to   <br />E DEAN KEETON ST ,5/3/2019 9:27," ROBERT DEDMAN DR (2019917)
 ROBERT DEDMAN DR (2017612)
 CLYDE LITTLEFIELD DR (2036519)"
LONG LINE,  LOYOLA LN from   NORTHEAST DR  to   <br />BRIDGEWATER CV ,5/3/2019 9:35," NORTHEAST DR (2015399)
 LOYOLA LN (2015837)
 LOYOLA LN (2016023)
 LOYOLA LN (2015553)
 LOYOLA LN (2015318)
 MANOR RD (2040607)
 MANOR RD (2015836)
 NORTHEAST DR (2015300)"
LONG LINE,  TUSCANY WAY from   E US 290 HWY WB  to   <br />EXCHANGE DR ,5/7/2019 6:20, TUSCANY WAY (2040279)
LONG LINE,87<br />RAINEY ST ,5/10/2019 6:23, RAINEY ST (2019249)
LONG LINE, HYMEADOW DR /  N US 183 HWY NB,5/10/2019 6:34, HYMEADOW DR (3194305)
LONG LINE,  HARRISGLENN DR from   WEATHERFORD DR  to   <br />E PARMER LN ,5/10/2019 6:57," HARRISGLENN DR (2006575)
 HARRISGLENN DR (2006570)
 HARRISGLENN DR (2006559)
 HARRISGLENN DR (2006545)
 HARRISGLENN DR (2006515)
 HARRISGLENN DR (3304072)"
LONG LINE,  CAPE CORAL DR from   FRONT ROYAL DR  to   <br />QUAKER RIDGE DR ,5/13/2019 6:25," CAPE CORAL DR (2020866)
 CAPE CORAL DR (2020861)
 CAPE CORAL DR (2020860)
 CAPE CORAL DR (2020847)
 CAPE CORAL DR (2020837)
 CAPE CORAL DR (2020834)
 QUAKER RIDGE DR (2020755)
 QUAKER RIDGE DR (2020740)
 QUAKER RIDGE DR (2020726)
 QUAKER RIDGE DR (2020702)
 CAPE CORAL DR (2041002)
 CAPE CORAL DR (2040992)"
LONG LINE,3461<br />DUVAL RD ,5/14/2019 6:32, DUVAL RD (2038218)
LONG LINE,  DUVAL ST from   E 45TH ST  to   <br />E 53RD ST ,5/14/2019 6:35," RIDGELINE DR (2001285)
 DUVAL ST (2015542)
 E 51ST ST (2015623)
 DUVAL ST (2015701)
 DUVAL ST (2015953)
 DUVAL ST (2016040)
 DUVAL ST (2016164)
 E 45TH ST (2016185)
 E 45TH ST (2016191)
 DUVAL ST (2015858)
 DUVAL ST (2015771)
 DUVAL ST (2015763)
 DUVAL ST (2015622)
 DUVAL ST (3321906)"
LONG LINE,  FIREOAK DR from   RAIN CREEK PKWY  to   <br />OAK KNOLL DR ,5/14/2019 6:42," FIREOAK DR (2008106)
 FIREOAK DR (2007984)
 FIREOAK DR (2007970)
 FIREOAK DR (2007960)
 FIREOAK DR (2007956)
 FIREOAK DR (2007952)
 FIREOAK DR (2007945)
 FIREOAK DR (2007941)
 FIREOAK DR (2007935)
 FIREOAK DR (2007929)
 FIREOAK DR (2008032)
 FIREOAK DR (2008014)"
LONG LINE, ESPERANZA XING /  BURNET RD,5/14/2019 6:47, ESPERANZA XING (5066188)
LONG LINE,  W 38TH ST from   GUADALUPE ST  to   <br />S MOPAC EXPY NB ,5/14/2019 6:54, W 38TH ST (2016519)
LONG LINE,  WILLOW CREEK DR from   E RIVERSIDE DR  to   <br />WOODLAND AVE ,5/15/2019 14:49, WILLOW CREEK DR (2041457)
LONG LINE,  BRENTWOOD ST from   SHIRLEY AVE  to   <br />GAYLOR ST ,5/15/2019 14:56, BRENTWOOD ST (2011889)
LONG LINE,3801<br />BERKMAN DR ,5/16/2019 6:24," BERKMAN DR (3431863)
 BERKMAN DR (3365380)
 BERKMAN DR (3310457)
 BERKMAN DR (5398837)
 BERKMAN DR (5398818)"
LONG LINE,2200 WESTERN TRAILS BLVD / 4400 PACK SADDLE PASS,5/22/2019 8:42, WESTERN TRAILS BLVD (2041551)
LONG LINE,5700  WESTCREEK DR from   W US 290 HWY EB  to   <br />CANA CV ,5/22/2019 8:50," WESTCREEK DR (2024139)
 WESTCREEK DR (2024133)
 WESTCREEK DR (2024126)
 WESTCREEK DR (2024089)
 WESTCREEK DR (2024062)"
LONG LINE,  OLD FREDERICKSBURG RD from   W US 290 HWY EB  to   <br />VALIANT CIR ,5/22/2019 9:04, OLD FREDERICKSBURG RD (2026587)
LONG LINE,8600 MENCHACA RD /  DAVIS LN,5/22/2019 9:18," DAVIS LN (2025721)
 MENCHACA RD (2025720)"
LONG LINE, BROADMOOR DR /  CAMERON RD,5/22/2019 9:27, BROADMOOR DR (2015871)
LONG LINE,  MEARNS MEADOW BLVD from   RUTLAND DR  to   <br />PARKFIELD DR ,5/22/2019 9:40," MEARNS MEADOW BLVD (2010500)
 MEARNS MEADOW BLVD (2010460)"
LONG LINE, MONTOPOLIS DR /  BURLESON RD,5/24/2019 6:35, BURLESON RD (2023221)
LONG LINE,  FERGUSON LN from   LEISURE DR  to   <br />WALL ST ,5/24/2019 7:02," FERGUSON LN (2012376)
 FERGUSON LN (2012377)
 FERGUSON LN (3424579)
 FERGUSON LN (3424578)
 FERGUSON LN (3195132)"
LONG LINE, WICKERSHAM LN /  E OLTORF ST,5/28/2019 11:47, WICKERSHAM LN (2041570)
LONG LINE, MONTOPOLIS DR /  PONCA ST,6/6/2019 9:45," MONTOPOLIS DR (2022768)
 MONTOPOLIS DR (2022752)
 MONTOPOLIS DR (2022738)
 MONTOPOLIS DR (2022732)
 MONTOPOLIS DR (2022717)"
LONG LINE,1200  W 5TH ST from 1500  WEST LYNN ST  to 900  <br />BOWIE ST ,6/6/2019 17:15," BAYLOR ST (2021068)
 W 5TH ST (2021063)
 BAYLOR ST (2021062)
 WALSH ST (2021056)
 W 5TH ST (2021051)
 W 5TH ST (2021042)
 WALSH ST (2021041)
 W 5TH ST (2021027)
 W 5TH ST (2021012)
 PRESSLER ST (2021011)
 W 5TH ST (2020980)
 W 5TH ST (2021831)
 W 5TH ST (2021830)
 W 5TH ST (2021829)
 W 5TH ST (2018621)
 PRESSLER ST (2033603)"
LONG LINE, RIDGELINE BLVD /  S LAKELINE BLVD,6/6/2019 17:22, RIDGELINE BLVD (2038374)
LONG LINE,301<br />W 30TH ST ,6/6/2019 17:30," W 30TH ST (2016940)
 W 30TH ST (2016923)
 W 30TH ST (2016910)
 W 30TH ST (2016888)
 W 30TH ST (2016971)
 W 30TH ST (2016990)"
LONG LINE,  AIRPORT BLVD from   W 45TH ST  to   <br />W 51ST ST ,6/6/2019 17:48," AIRPORT BLVD (2016293)
 AIRPORT BLVD (2016109)
 AIRPORT BLVD (2016054)
 AIRPORT BLVD (2015990)
 AIRPORT BLVD (2015923)
 AIRPORT BLVD (2015834)"
LONG LINE, E ANNIE ST /  EAST SIDE DR,6/10/2019 21:25, WOODLAND AVE (2041383)
LONG LINE,  WINNEBAGO LN from   DROSSETT DR  to   <br />CAVEN RD ,6/13/2019 6:50, WINNEBAGO LN (2023208)
LONG LINE,903<br />W 2ND ST ,6/13/2019 11:19, W 2ND ST (3426112)
LONG LINE,6805<br />AIRPORT BLVD ,6/17/2019 19:48," GUADALUPE ST (2011792)
 GUADALUPE ST (2011747)
 GUADALUPE ST (2011714)
 GUADALUPE ST (2011627)
 GUADALUPE ST (2011598)
 GUADALUPE ST (2011664)
 GUADALUPE ST (2011567)"
LONG LINE,10200 STONELAKE BLVD / 10000 GREAT HILLS TRL,6/17/2019 19:54, STONELAKE BLVD (2046966)
LONG LINE, STECK AVE /  ALTA MESA,6/17/2019 20:00," STECK AVE (2012810)
 STECK AVE (2012806)
 STECK AVE (2012805)
 STECK AVE (2012801)
 STECK AVE (2012796)
 STECK AVE (2012791)
 STECK AVE (2012820)"
LONG LINE, NORTHWOOD RD /  N MOPAC EXPY NB,7/6/2019 10:25, NORTHWOOD RD (2021823)
LONG LINE, BARTON SPRINGS RD /  S LAMAR BLVD,7/8/2019 19:09, BARTON SPRINGS RD (2021195)
LONG LINE,  LOST CREEK BLVD from   S CAPITAL OF TEXAS HWY SB  to 2609  <br />LOST CREEK BLVD ,7/8/2019 19:23," LOST CREEK BLVD (2040972)
 LOST CREEK BLVD (2021536)
 LOST CREEK BLVD (2020850)
 LOST CREEK BLVD (2020987)
 LOST CREEK BLVD (2020682)
 LOST CREEK BLVD (4023138)
 LOST CREEK BLVD (3428068)
 LOST CREEK BLVD (2020672)
 LOST CREEK BLVD (2020730)
 LOST CREEK BLVD (2020793)
 LOST CREEK BLVD (2020661)
 LOST CREEK BLVD (2020776)
 LOST CREEK BLVD (2020649)
 LOST CREEK BLVD (2020824)
 LOST CREEK BLVD (2020756)
 LOST CREEK BLVD (2020707)
 LOST CREEK BLVD (2020723)
 LOST CREEK BLVD (2020697)
 LOST CREEK BLVD (3379210)
 LOST CREEK BLVD (2020659)"
LONG LINE,5807  GUADALUPE ST from   W KOENIG LN  to   <br />W SKYVIEW RD ,7/9/2019 16:33, GUADALUPE ST (2040447)
LONG LINE,  LINDELL LN from   DECKER LN  to   <br />BLUE BLUFF RD ,7/12/2019 12:42," LINDELL LN (5082091)
 LINDELL LN (2009714)"
LONG LINE,  STONESTOP BLVD from   PECAN PARK BLVD  to   <br />DEAD END ,7/15/2019 6:43," STONESTOP BLVD (2043842)
 STONESTOP BLVD (2038330)"
LONG LINE,  MELLOW MEADOW DR from   LAKE CREEK PKWY  to   <br />HYMEADOW DR ,7/15/2019 6:54, MELLOW MEADOW DR (2007067)
LONG LINE,10200 CASSANDRA DR / 10200 W PARMER LN,7/15/2019 8:16, CASSANDRA DR (2029936)
LONG LINE,13023<br />LEGENDARY DR ,7/17/2019 6:44, LEGENDARY DR (3195034)
LONG LINE,  BLOOR RD from   BLUE BLUFF RD  to   <br />CITY LIMITS ,7/17/2019 22:17," BLOOR RD (3283337)
 BLOOR RD (5081733)"
LONG LINE,  RIDGEWAY DR from   WEBBERVILLE RD  to   <br />CREST AVE ,7/17/2019 22:29, RIDGEWAY DR (2019884)
LONG LINE, BARTON SKWY /  SPYGLASS DR,7/17/2019 22:47," SPYGLASS DR (2041279)
 SPYGLASS DR (2038525)"
LONG LINE, FIRETHORN LN /  OLD STAGE TRL,7/19/2019 14:18, FIRETHORN LN (2007046)
LONG LINE,  WOODLAND VILLAGE DR from   MILLWRIGHT PKWY  to   <br />RESEARCH BLVD SB ,7/19/2019 14:39," WOODLAND VILLAGE DR (3194310)
 WOODLAND VILLAGE DR (2007162)
 WOODLAND VILLAGE DR (2007187)
 HYMEADOW DR (2038719)"
LONG LINE,  POND WOODS RD from   HYMEADOW DR  to   <br />COPPER CREEK DR ,7/19/2019 14:55, POND WOODS RD (2006993)
LONG LINE,  MEADOWHEATH DR from   HYMEADOW DR  to   <br />BROADMEADE AVE ,8/5/2019 6:36, MEADOWHEATH DR (2006915)
LONG LINE,  E 9TH ST from   RED RIVER ST  to   <br />N IH 35 SB ,8/5/2019 6:46, E 9TH ST (2041147)
LONG LINE,  NORTHEAST DR from   SPRINGDALE RD  to   <br />E US 290 HWY EB ,8/7/2019 16:59," NORTHEAST DR (2047007)
 NORTHEAST DR (2040609)
 NORTHEAST DR (2016132)
 NORTHEAST DR (2015844)
 NORTHEAST DR (2015816)
 NORTHEAST DR (2015764)
 NORTHEAST DR (2015737)
 NORTHEAST DR (2015694)
 NORTHEAST DR (2015672)
 NORTHEAST DR (2015619)
 NORTHEAST DR (2015300)
 NORTHEAST DR (2015254)
 NORTHEAST DR (2015248)
 NORTHEAST DR (2015399)
 NORTHEAST DR (2015469)
 NORTHEAST DR (2015529)
 NORTHEAST DR (2015576)
 NORTHEAST DR (2015968)"
LONG LINE, HARRIS BLVD /  WINDSOR RD,8/7/2019 17:21," HARRIS BLVD (2021906)
 HARRIS BLVD (2021922)"
LONG LINE, PACK SADDLE PASS /  JONES RD,8/7/2019 17:35," PACK SADDLE PASS (2024331)
 PACK SADDLE PASS (2024164)
 PACK SADDLE PASS (2024181)
 PACK SADDLE PASS (2024189)
 PACK SADDLE PASS (2024198)
 PACK SADDLE PASS (2024200)
 PACK SADDLE PASS (2024231)
 PACK SADDLE PASS (2024256)
 PACK SADDLE PASS (2024289)
 PACK SADDLE PASS (2024298)"
LONG LINE,  SAN JACINTO BLVD from   E 6TH ST  to   <br />E CESAR CHAVEZ ST ,8/8/2019 6:44," SAN JACINTO BLVD (2019126)
 SAN JACINTO BLVD (2018848)
 SAN JACINTO BLVD (2018918)
 SAN JACINTO BLVD (2018992)
 SAN JACINTO BLVD (2019056)"
LONG LINE,  E WILLIAM CANNON DR from   S PLEASANT VALLEY RD  to   <br />S IH 35 SB ,8/9/2019 6:35," E WILLIAM CANNON DR (3260940)
 E WILLIAM CANNON DR (2023583)
 E WILLIAM CANNON DR (2023584)
 E WILLIAM CANNON DR (2023596)
 E WILLIAM CANNON DR (2023599)
 E WILLIAM CANNON DR (2023601)
 E WILLIAM CANNON DR (2023606)
 E WILLIAM CANNON DR (2026482)
 E WILLIAM CANNON DR (2026486)
 E WILLIAM CANNON DR (2026487)
 E WILLIAM CANNON DR (2036550)
 E WILLIAM CANNON DR (2036551)
 E WILLIAM CANNON DR (2036552)
 E WILLIAM CANNON DR (2036553)
 E WILLIAM CANNON DR (2036554)
 E WILLIAM CANNON DR (2036564)
 E WILLIAM CANNON DR (2036565)
 E WILLIAM CANNON DR (2036566)
 E WILLIAM CANNON DR (2047174)
 E WILLIAM CANNON DR (2047175)
 E WILLIAM CANNON DR (3260926)
 E WILLIAM CANNON DR (3260927)
 E WILLIAM CANNON DR (3260929)
 E WILLIAM CANNON DR (3260930)
 E WILLIAM CANNON DR (3260936)
 E WILLIAM CANNON DR (3260937)
 E WILLIAM CANNON DR (3260939)"
LONG LINE,  B R REYNOLDS DR from   LAMAR DR  to   <br />W CESAR CHAVEZ ST ,8/9/2019 6:53, B R REYNOLDS DR (2044023)
LONG LINE,  CONGRESS AVE from   W 10TH ST  to   <br />W CESAR CHAVEZ ST ,8/9/2019 7:26," CONGRESS AVE (2019086)
 CONGRESS AVE (2018517)
 CONGRESS AVE (2018597)
 CONGRESS AVE (2018656)
 CONGRESS AVE (2018731)
 CONGRESS AVE (2018800)
 CONGRESS AVE (2018865)
 CONGRESS AVE (2018943)
 CONGRESS AVE (2019009)"
LONG LINE,2200 WOODWARD ST / 2000 E ST ELMO RD,8/13/2019 10:07, WOODWARD ST (2023189)
LONG LINE, DAHLGREEN AVE /  LA CROSSE AVE,8/13/2019 11:24, DAHLGREEN AVE (2042010)
LONG LINE, THAXTON RD /  SALT SPRINGS DR,8/13/2019 19:33," THAXTON RD (3349572)
 THAXTON RD (2042188)"
LONG LINE,<br />RALPH ABLANEDO DR ,8/13/2019 19:35," RALPH ABLANEDO DR (3283062)
 RALPH ABLANEDO DR (2027753)
 RALPH ABLANEDO DR (2027757)
 RALPH ABLANEDO DR (2027761)
 RALPH ABLANEDO DR (2027767)
 RALPH ABLANEDO DR (3283056)
 RALPH ABLANEDO DR (3283061)"
LONG LINE,  LAVACA ST from   W 15TH ST  to   <br />W MARTIN LUTHER KING JR BLVD ,8/13/2019 19:52," LAVACA ST (2018066)
 LAVACA ST (2017875)
 W 18TH ST (2017876)
 LAVACA ST (2017934)
 LAVACA ST (2018004)"
LONG LINE,2200 PARKER LN /  E OLTORF ST,8/14/2019 19:15, PARKER LN (2022851)
LONG LINE, ALLEN RD /  PINNACLE RD,8/14/2019 19:36,-2041128
LONG LINE,  SAMUEL HUSTON AVE from   BUNCHE RD  to   <br />TANNEHILL LN ,8/15/2019 12:43," BUNCHE RD (5412431)
 TANNEHILL LN (2017847)
 SAMUEL HUSTON AVE (2017848)
 HILLCREST LN (2017903)
 TANNEHILL LN (2018075)
 SAMUEL HUSTON AVE (2019889)"
LONG LINE, DUDMAR DR /  S LAMAR BLVD,8/15/2019 15:24, STEARNS LN (2024041)
LONG LINE, STEARNS LN /  W US 290 HWY WB,8/15/2019 15:29, STEARNS LN (2024041)
LONG LINE,  MORADO CIR from   JOLLYVILLE RD  to   <br />JOLLYVILLE RD ,8/15/2019 19:16," MORADO CIR (3257548)
 MORADO CIR (2006550)
 MORADO CIR (3257545)"
LONG LINE,  RIDGELINE BLVD from   N FM 620 RD NB  to   <br />S LAKELINE BLVD ,8/16/2019 5:47," RIDGELINE BLVD (3288187)
 RIDGELINE BLVD (2003732)
 RIDGELINE BLVD (2038374)"
LONG LINE,  W BRAKER LN from   RENEL DR  to   <br />SWEARINGEN DR ,8/16/2019 5:55," W BRAKER LN (2009943)
 RIDGELINE BLVD (3288187)
 W BRAKER LN (2009924)
 W BRAKER LN (2009939)"
LONG LINE,  HARRIS BRANCH PKWY from   E PARMER LN  to   <br />SILICON DR ,8/16/2019 6:00, HARRIS RIDGE BLVD (2037791)
LONG LINE, GOBI DR /  W STASSNEY LN,8/16/2019 14:32, GOBI DR (2024746)
LONG LINE,1800<br />WEBBERVILLE RD ,8/16/2019 14:50, WEBBERVILLE RD (2017682)
LONG LINE, MIDDLE FISKVILLE RD /  E RUNDBERG LN,8/16/2019 15:04, MIDDLE FISKVILLE RD (2010955)
LONG LINE,  RUTHERFORD RD from   N US 183 HWY NB  to   <br />N IH 35 NB ,8/20/2019 19:42, RUTHERFORD LN (2011652)
LONG LINE, AIRPORT BLVD /  E MARTIN LUTHER KING JR BLVD,8/22/2019 5:21, E MARTIN LUTHER KING JR BLVD (2017688)
LONG LINE, CHERRYWOOD RD /  E 38TH ST,8/22/2019 5:26, CHERRYWOOD RD (2040880)
LONG LINE,11002<br />PLAINS TRL ,8/22/2019 5:35, PLAINS TRL (2010098)
LONG LINE,3105<br />GUADALUPE ST ,8/22/2019 5:43, GUADALUPE ST (2016775)
LONG LINE,  W 6TH ST from   LAVACA ST  to   <br />N LAMAR BLVD ,8/22/2019 6:48, W 6TH ST (2018681)
LONG LINE, GUADALUPE ST /  W CESAR CHAVEZ ST,8/22/2019 6:54, GUADALUPE ST (2019015)
LONG LINE, W 16TH ST /  COLORADO ST,8/23/2019 18:16," W 16TH ST (2018048)
 W 16TH ST (2017981)
 W 16TH ST (2018005)
 W 16TH ST (2018025)"
LONG LINE, GUNTER ST /  SELLERS ST,8/23/2019 18:31, SELLERS ST (2019215)
LONG LINE,369<br />E SLAUGHTER LN ,8/23/2019 19:02, W SLAUGHTER LN (2027895)
LONG LINE, W 31ST ST /  N LAMAR BLVD,8/26/2019 15:43, W 31ST ST (2019797)
LONG LINE,3200 HANCOCK DR /  VALLEY OAK DR,8/26/2019 15:50, HANCOCK DR (2013545)
LONG LINE,  S HEATHERWILDE BLVD from   W WELLS BRANCH PKWY  to   <br />DESSAU RD ,8/26/2019 16:03, S HEATHERWILDE BLVD (3426973)
LONG LINE,  NORTH PLZ from   PARK PLZ  to   <br />E RUNDBERG LN ,8/26/2019 16:21, NORTH PLZ (2011251)
LONG LINE, E 12TH ST /  CHESTNUT AVE,8/27/2019 19:47, CHESTNUT AVE (2018266)
LONG LINE,  E MARTIN LUTHER KING JR BLVD from   AIRPORT BLVD  to   <br />PEREZ ST ,8/28/2019 12:40," E MARTIN LUTHER KING JR BLVD (2017673)
 E MARTIN LUTHER KING JR BLVD (2017552)
 E MARTIN LUTHER KING JR BLVD (2017575)
 E MARTIN LUTHER KING JR BLVD (2017598)
 E MARTIN LUTHER KING JR BLVD (2017620)
 E MARTIN LUTHER KING JR BLVD (2017626)
 E MARTIN LUTHER KING JR BLVD (2017632)"
LONG LINE,  W MARTIN LUTHER KING JR BLVD from   ED BLUESTEIN BLVD NB  to   <br />DECKER LN ,8/28/2019 12:42," FM 969 RD (2017440)
 FM 969 RD (2017455)
 FM 969 RD (2017478)
 FM 969 RD (2017769)
 FM 969 RD (2017813)
 FM 969 RD (2040962)
 FM 969 RD (3294511)
 FM 969 RD (3294512)
 FM 969 RD (3316664)
 FM 969 RD (3316665)"
LONG LINE, E CESAR CHAVEZ ST /  N PLEASANT VALLEY RD,8/30/2019 3:58," N PLEASANT VALLEY RD (2019606)
 N PLEASANT VALLEY RD (2019567)
 E CESAR CHAVEZ ST (2019568)
 E CESAR CHAVEZ ST (2019583)"
LONG LINE, E CESAR CHAVEZ ST /  N PLEASANT VALLEY RD,8/30/2019 3:58," N PLEASANT VALLEY RD (2019606)
 N PLEASANT VALLEY RD (2019567)
 E CESAR CHAVEZ ST (2019568)
 E CESAR CHAVEZ ST (2019583)"
LONG LINE,  E CESAR CHAVEZ ST from   S IH 35 NB  to   <br />TRINITY ST ,8/30/2019 4:37, E CESAR CHAVEZ ST (2041228)
LONG LINE,  E CESAR CHAVEZ ST from   LINDEN ST  to   <br />SPRINGDALE RD ,8/30/2019 4:46," E CESAR CHAVEZ ST (2019616)
 E CESAR CHAVEZ ST (2019633)
 E CESAR CHAVEZ ST (2019634)
 E CESAR CHAVEZ ST (2019636)"
LONG LINE,  W 27TH ST from   NUECES ST  to   <br />GUADALUPE ST ,9/4/2019 6:42, W 27TH ST (2017111)
LONG LINE, ROCKSTOP BLVD /  RIDGELINE BLVD,9/5/2019 14:52," ROCKSTOP BLVD (2038335)
 ROCKSTOP BLVD (2038334)"
LONG LINE,  PECAN PARK BLVD from   S LAKELINE BLVD  to   <br />LAKE CREEK PKWY ,9/5/2019 14:57," PECAN PARK BLVD (2048238)
 PECAN PARK BLVD (3271352)
 PECAN PARK BLVD (3272695)
 PECAN PARK BLVD (3272698)
 PECAN PARK BLVD (3272708)
 PECAN PARK BLVD (3272712)"
